1;0;16807
2;1000;2504249
3;2000;2976073
4;3000;5240658
5;4000;4568930
6;5000;451272
7;6000;1093544
8;7000;8872878
9;8000;9945923
10;9000;9046709
11;10000;4394440
12;11000;6670165
13;12000;6632492
14;13000;4347042
15;14000;4975987
16;15000;9232503
17;16000;3602327
18;17000;6565729
19;18000;4872840
20;19000;3827612
21;20000;8344303
22;21000;7941169
23;22000;7611709
24;23000;2720157
25;24000;1521560
26;25000;4420933
27;26000;8013099
28;27000;8087278
29;28000;5871816
30;29000;203335
31;30000;809097
32;31000;1922826
33;32000;5437512
34;33000;2292267
35;34000;6129810
36;35000;7362633
37;36000;3512979
38;37000;447149
39;38000;6368579
40;39000;7639821
41;40000;2671967
42;41000;8702672
43;42000;8453393
44;43000;4828336
45;44000;5329485
46;45000;6811745
47;46000;2727228
48;47000;8871091
49;48000;8472194
50;49000;1841357
51;50000;4335001
52;51000;1225153
53;52000;3320708
54;53000;3537944
55;54000;5727668
56;55000;9551490
57;56000;724124
58;57000;8760196
59;58000;3935530
60;59000;886903
61;60000;4487722
62;61000;164666
63;62000;5672549
64;63000;9465024
65;64000;2493801
66;65000;7761853
67;66000;5368977
68;67000;6187408
69;68000;9248228
70;69000;9478933
71;70000;2890298
72;71000;902981
73;72000;9348635
74;73000;6862013
75;74000;6133865
76;75000;4964814
77;76000;6243063
78;77000;8401536
79;78000;8209425
80;79000;7194669
81;80000;2124115
82;81000;1488094
83;82000;4403629
84;83000;896501
85;84000;422517
86;85000;3579195
87;86000;4790105
88;87000;1556404
89;88000;5415451
90;89000;5371298
91;90000;5372188
92;91000;3918123
93;92000;883505
94;93000;2662882
95;94000;1532752
96;95000;4211566
97;96000;3576716
98;97000;4881337
99;98000;4136438
100;99000;1062144
101;100000;5551501
102;101000;5146897
103;102000;3209871
104;103000;6972828
105;104000;3647137
106;105000;744358
107;106000;1703177
108;107000;1838397
109;108000;358294
110;109000;2358904
111;110000;4501609
112;111000;5039231
113;112000;4511745
114;113000;4766175
115;114000;7357635
116;115000;9311298
117;116000;7158142
118;117000;2379399
119;118000;3235968
120;119000;3541412
121;120000;7800260
122;121000;6933557
123;122000;6563594
124;123000;881008
125;124000;8460395
126;125000;3700968
127;126000;9823113
128;127000;1935530
129;128000;3591006
130;129000;940962
131;130000;9887942
132;131000;8887365
133;132000;7198082
134;133000;2996852
135;134000;9786767
136;135000;4108821
137;136000;8009695
138;137000;1345712
139;138000;8637671
140;139000;1574901
141;140000;5308590
142;141000;1193831
143;142000;1638738
144;143000;2872057
145;144000;2591616
146;145000;869790
147;146000;9081640
148;147000;1338679
149;148000;9577335
150;149000;5020006
151;150000;1797972
152;151000;5646098
153;152000;4905095
154;153000;5707319
155;154000;6363454
156;155000;2735223
157;156000;6480289
158;157000;1007760
159;158000;6436905
160;159000;2570126
161;160000;1036123
162;161000;9873506
163;162000;9815813
164;163000;3811770
165;164000;2083238
166;165000;8834094
167;166000;1500220
168;167000;331844
169;168000;9488366
170;169000;6350534
171;170000;6655226
172;171000;5089394
173;172000;1553363
174;173000;4546738
175;174000;5391844
176;175000;8559590
177;176000;3292550
178;177000;5455159
179;178000;2424623
180;179000;5664947
181;180000;4457385
182;181000;9226217
183;182000;9409272
184;183000;8087539
185;184000;5711247
186;185000;1122385
187;186000;7127496
188;187000;9107885
189;188000;7480623
190;189000;4403420
191;190000;1788144
192;191000;7732968
193;192000;4679735
194;193000;439915
195;194000;5365625
196;195000;2553534
197;196000;4010042
198;197000;6179011
199;198000;2660679
200;199000;7043152
201;200000;9775244
202;201000;8931295
203;202000;3712818
204;203000;2220396
205;204000;6235692
206;205000;4421815
207;206000;8420991
208;207000;8131033
209;208000;6906669
210;209000;8138397
211;210000;5159553
212;211000;3133547
213;212000;5539825
214;213000;1414210
215;214000;7603662
216;215000;800211
217;216000;7549808
218;217000;1125377
219;218000;8356761
220;219000;2095625
221;220000;5637335
222;221000;3037868
223;222000;7621995
224;223000;3347776
225;224000;7230767
226;225000;4297439
227;226000;7051874
228;227000;8739331
229;228000;8572556
230;229000;4714301
231;230000;3398872
232;231000;6576560
233;232000;5960094
234;233000;6141984
235;234000;513755
236;235000;5869789
237;236000;4179407
238;237000;1291015
239;238000;4690193
240;239000;2468769
241;240000;9575680
242;241000;7680455
243;242000;8942855
244;243000;5521506
245;244000;3934963
246;245000;5748502
247;246000;9706676
248;247000;8261108
249;248000;8435249
250;249000;7466331
251;250000;1527844
252;251000;2138638
253;252000;3852808
254;253000;2672997
255;254000;3462651
256;255000;769849
257;256000;4301203
258;257000;302731
259;258000;2664531
260;259000;4113014
261;260000;3215419
262;261000;7399775
263;262000;8544009
264;263000;527180
265;264000;5303929
266;265000;8830223
267;266000;2012054
268;267000;1404260
269;268000;8900737
270;269000;8125545
271;270000;1717317
272;271000;1747525
273;272000;868200
274;273000;4514256
275;274000;8343564
276;275000;7285597
277;276000;5778648
278;277000;1535704
279;278000;3357550
280;279000;3502150
281;280000;8581976
282;281000;5144412
283;282000;4064554
284;283000;3176797
285;284000;9438504
286;285000;2218381
287;286000;1900748
288;287000;550065
289;288000;8963378
290;289000;1407699
291;290000;2238209
292;291000;8910129
293;292000;5526553
294;293000;8966483
295;294000;6938447
296;295000;5049607
297;296000;5684773
298;297000;4922322
299;298000;854305
300;299000;9379176
301;300000;1670053
302;301000;7194224
303;302000;2782630
304;303000;3003366
305;304000;5157400
306;305000;5225444
307;306000;3101370
308;307000;6367285
309;308000;931016
310;309000;536898
311;310000;9998155
312;311000;6228133
313;312000;7891557
314;313000;3699576
315;314000;1189178
316;315000;8798266
317;316000;7299357
318;317000;8633711
319;318000;6571878
320;319000;8249614
321;320000;4394819
322;321000;5599737
323;322000;9791133
324;323000;1553591
325;324000;667720
326;325000;3398762
327;326000;9800633
328;327000;5813197
329;328000;624031
330;329000;6822588
331;330000;5000589
332;331000;2527873
333;332000;3214877
334;333000;2937304
335;334000;7383358
336;335000;2006200
337;336000;945254
338;337000;4134960
339;338000;2068915
340;339000;4616947
341;340000;3645480
342;341000;3698730
343;342000;2999955
344;343000;583546
345;344000;3221107
346;345000;1636238
347;346000;4978000
348;347000;1854926
349;348000;5601035
350;349000;4721857
351;350000;1161113
352;351000;2198114
353;352000;4609593
354;353000;8256360
355;354000;6378354
356;355000;5038418
357;356000;2425357
358;357000;5831585
359;358000;6631729
360;359000;4724015
361;360000;7376563
362;361000;3550102
363;362000;1304917
364;363000;3058643
365;364000;7227419
366;365000;5887967
367;366000;4507747
368;367000;2884269
369;368000;463395
370;369000;2164303
371;370000;7754473
372;371000;6561103
373;372000;2787748
374;373000;9289385
375;374000;8669658
376;375000;7413459
377;376000;9453406
378;377000;4619930
379;378000;9879824
380;379000;7957132
381;380000;3660973
382;381000;3395603
383;382000;4312897
384;383000;3634920
385;384000;2579950
386;385000;9520231
387;386000;7334480
388;387000;8586203
389;388000;4569900
390;389000;8402520
391;390000;9712533
392;391000;8778258
393;392000;5633003
394;393000;4404676
395;394000;7434950
396;395000;9243934
397;396000;9498780
398;397000;6713879
399;398000;1965832
400;399000;3033574
401;400000;3233549
402;401000;2715542
403;402000;4802249
404;403000;7329771
405;404000;5650310
406;405000;7430879
407;406000;6498983
408;407000;2857970
409;408000;6224040
410;409000;4712723
411;410000;1303650
412;411000;2766971
413;412000;6957229
414;413000;8052318
415;414000;4617746
416;415000;4105299
417;416000;8343230
418;417000;9197621
419;418000;2404776
420;419000;5923124
421;420000;3708244
422;421000;1544958
423;422000;5213696
424;423000;6157771
425;424000;1653064
426;425000;7241560
427;426000;1746598
428;427000;594751
429;428000;1065940
430;429000;6534503
431;430000;8579551
432;431000;3517801
433;432000;9043205
434;433000;5441080
435;434000;7728418
436;435000;3994274
437;436000;2807649
438;437000;6099413
439;438000;8013320
440;439000;9809025
441;440000;4522012
442;441000;548783
443;442000;6480788
444;443000;5227117
445;444000;9976008
446;445000;5541550
447;446000;7939324
448;447000;3540195
449;448000;9843257
450;449000;1235511
451;450000;6485690
452;451000;3517666
453;452000;3762410
454;453000;6155593
455;454000;3264553
456;455000;5804565
457;456000;2510960
458;457000;3191742
459;458000;6257403
460;459000;5318352
461;460000;647307
462;461000;1839141
463;462000;1116910
464;463000;3049200
465;464000;5040799
466;465000;7773127
467;466000;4080171
468;467000;9207787
469;468000;2970414
470;469000;2543625
471;470000;6336641
472;471000;3023517
473;472000;3999348
474;473000;6821842
475;474000;1578315
476;475000;4065974
477;476000;6225445
478;477000;623373
479;478000;6602220
480;479000;6270911
481;480000;8949239
482;481000;6065054
483;482000;7015305
484;483000;1733929
485;484000;5590253
486;485000;6744189
487;486000;8361166
488;487000;4963356
489;488000;2375304
490;489000;6745860
491;490000;9015898
492;491000;2475592
493;492000;7685720
494;493000;9788116
495;494000;9625580
496;495000;2553867
497;496000;1437352
498;497000;1373939
499;498000;1922698
500;499000;5346901
501;500000;4160811
502;501000;9800616
503;502000;8358891
504;503000;8507671
505;504000;6923728
506;505000;5516671
507;506000;3465661
508;507000;1836045
509;508000;7891120
510;509000;7970240
511;510000;3107158
512;511000;8164453
513;512000;6089627
514;513000;6018350
515;514000;9251711
516;515000;1110563
517;516000;4289594
518;517000;4995533
519;518000;4935727
520;519000;2054827
521;520000;918795
522;521000;6397531
523;522000;9087442
524;523000;8196516
525;524000;3809006
526;525000;5028515
527;526000;748924
528;527000;6167601
529;528000;1483097
530;529000;5569661
531;530000;5877103
532;531000;8743324
533;532000;5200108
534;533000;2106936
535;534000;8948281
536;535000;8547015
537;536000;9619710
538;537000;1536216
539;538000;4861905
540;539000;3718973
541;540000;5487781
542;541000;8866720
543;542000;1334791
544;543000;7093169
545;544000;3065865
546;545000;3590827
547;546000;1327536
548;547000;820728
549;548000;1409125
550;549000;3297384
551;550000;1630167
552;551000;949949
553;552000;4628476
554;553000;6205046
555;554000;6973576
556;555000;3633666
557;556000;6965467
558;557000;5188520
559;558000;3963384
560;559000;7086991
561;560000;9065210
562;561000;9189258
563;562000;5124211
564;563000;9426744
565;564000;8955518
566;565000;2935718
567;566000;5899934
568;567000;1273825
569;568000;3184767
570;569000;6751689
571;570000;5369818
572;571000;1146014
573;572000;1103825
574;573000;2526918
575;574000;4864028
576;575000;7708029
577;576000;1182034
578;577000;3020727
579;578000;9887240
580;579000;7512754
581;580000;6866540
582;581000;5720396
583;582000;9544935
584;583000;6272083
585;584000;7528048
586;585000;5981865
587;586000;5739011
588;587000;8407252
589;588000;1073064
590;589000;3248876
591;590000;5867237
592;591000;3512675
593;592000;7734245
594;593000;3863710
595;594000;5736415
596;595000;5373192
597;596000;8960710
598;597000;2826747
599;598000;2495037
600;599000;3556299
601;600000;3968447
602;601000;4959715
603;602000;913693
604;603000;3387579
605;604000;1627129
606;605000;7190164
607;606000;4411979
608;607000;4510501
609;608000;7871525
610;609000;3899289
611;610000;784958
612;611000;6096033
613;612000;1979800
614;613000;8945089
615;614000;8169670
616;615000;6040217
617;616000;9216846
618;617000;2839038
619;618000;8309543
620;619000;5092338
621;620000;2145936
622;621000;7707321
623;622000;8041719
624;623000;8520496
625;624000;9671247
626;625000;2943788
627;626000;5726359
628;627000;5697987
629;628000;5837035
630;629000;5569235
631;630000;2403912
632;631000;9798684
633;632000;7313989
634;633000;5552784
635;634000;4181734
636;635000;7392667
637;636000;1156519
638;637000;9735615
639;638000;5103045
640;639000;1030976
641;640000;8886661
642;641000;7592825
643;642000;4518819
644;643000;8873631
645;644000;5818903
646;645000;2332698
647;646000;3686798
648;647000;5496639
649;648000;5890004
650;649000;1391503
651;650000;6650679
652;651000;7184765
653;652000;4727391
654;653000;9491107
655;654000;3268924
656;655000;2379365
657;656000;2777121
658;657000;2056454
659;658000;1317106
660;659000;9950450
661;660000;8591703
662;661000;1646832
663;662000;5611032
664;663000;6675141
665;664000;2945654
666;665000;2206977
667;666000;4172217
668;667000;6113900
669;668000;3045289
670;669000;4250465
671;670000;794747
672;671000;895622
673;672000;5425879
674;673000;9314317
675;674000;5587516
676;675000;1289048
677;676000;2342762
678;677000;6273029
679;678000;4519039
680;679000;8274708
681;680000;9085903
682;681000;3236657
683;682000;3140761
684;683000;2675752
685;684000;6589466
686;685000;6628621
687;686000;9476557
688;687000;7499996
689;688000;9322955
690;689000;7946930
691;690000;2681494
692;691000;2903555
693;692000;2584221
694;693000;5598312
695;694000;1218293
696;695000;6716427
697;696000;2894232
698;697000;9815444
699;698000;5288791
700;699000;7175198
701;700000;949152
702;701000;3099856
703;702000;4003570
704;703000;963303
705;704000;1075439
706;705000;9622914
707;706000;9445799
708;707000;1345766
709;708000;951835
710;709000;3653921
711;710000;9366043
712;711000;7153752
713;712000;1974086
714;713000;1706719
715;714000;7137150
716;715000;8043410
717;716000;6142623
718;717000;6820669
719;718000;2211605
720;719000;4447943
721;720000;4677311
722;721000;6981431
723;722000;7895992
724;723000;6838816
725;724000;5462699
726;725000;4236971
727;726000;4150639
728;727000;7652370
729;728000;1861836
730;729000;5964891
731;730000;7702857
732;731000;1609833
733;732000;3595328
734;733000;9163177
735;734000;850410
736;735000;9622683
737;736000;5333176
738;737000;6058489
739;738000;8820091
740;739000;5791434
741;740000;6164711
742;741000;4800904
743;742000;1469026
744;743000;5377891
