1;0;10000000
2;989900000;999900000
3;200000;10200000
4;989700000;999700000
5;400000;10400000
6;989500000;999500000
7;600000;10600000
8;989300000;999300000
9;800000;10800000
10;989100000;999100000
11;1000000;11000000
12;988900000;998900000
13;1200000;11200000
14;988700000;998700000
15;1400000;11400000
16;988500000;998500000
17;1600000;11600000
18;988300000;998300000
19;1800000;11800000
20;988100000;998100000
21;2000000;12000000
22;987900000;997900000
23;2200000;12200000
24;987700000;997700000
25;2400000;12400000
26;987500000;997500000
27;2600000;12600000
28;987300000;997300000
29;2800000;12800000
30;987100000;997100000
31;3000000;13000000
32;986900000;996900000
33;3200000;13200000
34;986700000;996700000
35;3400000;13400000
36;986500000;996500000
37;3600000;13600000
38;986300000;996300000
39;3800000;13800000
40;986100000;996100000
41;4000000;14000000
42;985900000;995900000
43;4200000;14200000
44;985700000;995700000
45;4400000;14400000
46;985500000;995500000
47;4600000;14600000
48;985300000;995300000
49;4800000;14800000
50;985100000;995100000
51;5000000;15000000
52;984900000;994900000
53;5200000;15200000
54;984700000;994700000
55;5400000;15400000
56;984500000;994500000
57;5600000;15600000
58;984300000;994300000
59;5800000;15800000
60;984100000;994100000
61;6000000;16000000
62;983900000;993900000
63;6200000;16200000
64;983700000;993700000
65;6400000;16400000
66;983500000;993500000
67;6600000;16600000
68;983300000;993300000
69;6800000;16800000
70;983100000;993100000
71;7000000;17000000
72;982900000;992900000
73;7200000;17200000
74;982700000;992700000
75;7400000;17400000
76;982500000;992500000
77;7600000;17600000
78;982300000;992300000
79;7800000;17800000
80;982100000;992100000
81;8000000;18000000
82;981900000;991900000
83;8200000;18200000
84;981700000;991700000
85;8400000;18400000
86;981500000;991500000
87;8600000;18600000
88;981300000;991300000
89;8800000;18800000
90;981100000;991100000
91;9000000;19000000
92;980900000;990900000
93;9200000;19200000
94;980700000;990700000
95;9400000;19400000
96;980500000;990500000
97;9600000;19600000
98;980300000;990300000
99;9800000;19800000
100;980100000;990100000
101;10000000;20000000
102;979900000;989900000
103;10200000;20200000
104;979700000;989700000
105;10400000;20400000
106;979500000;989500000
107;10600000;20600000
108;979300000;989300000
109;10800000;20800000
110;979100000;989100000
111;11000000;21000000
